As of Year,Respondent ID,Agency Code,Loan Type,Property Type,Loan Purpose,Occupancy,Loan Amount (000s),Preapproval,Action Type,MSA/MD,State Code,County Code,Census Tract Number,Applicant Ethnicity,Co Applicant Ethnicity,Applicant Race 1,Applicant Race 2,Applicant Race 3,Applicant Race 4,Applicant Race 5,Co Applicant Race 1,Co Applicant Race 2,Co Applicant Race 3,Co Applicant Race 4,Co Applicant Race 5,Applicant Sex,Co Applicant Sex,Applicant Income (000s),Purchaser Type,Denial Reason 1,Denial Reason 2,Denial Reason 3,Rate Spread,HOEPA Status,Lien Status,Edit Status,Sequence Number,Population,Minority Population (Percent),FFIEC Median Family Income,Tract to MSA/MD Income (Percent),Number of Owner-occupied units,Number of 1-to 4-Family units,Application Date Indicator
2015,23216,1,1,1,3,2,150,3,4,16974,17,31,8047.14,2,5,2, , , , ,8, , , , ,1,5,0260,0, , , ,NA   ,2,1, ,5162,3480,29.02,77700,111.6,00000972,1076,0
2015,23216,1,2,1,1,1,137,3,1,16974,17,31,8155.00,1,5,5, , , , ,8, , , , ,1,5,0071,6, , , ,NA   ,2,1, ,5167,7989,65.39,77700,71.0,00001855,2487,0
2015,23216,1,1,1,3,1,173,3,1,16974,17,31,8048.05,2,2,5, , , , ,5, , , , ,1,2,0049,6, , , ,NA   ,2,1, ,5169,6911,30.69,77700,107.59,00002082,2430,0
2015,23216,1,1,1,1,1,136,3,1,16974,17,31,8026.08,2,1,5, , , , ,5, , , , ,2,1,0204,3, , , ,NA   ,2,1, ,5171,6256,11.91,77700,128.83,00002698,1888,0
2015,23216,1,1,1,1,1,49,3,1,16974,17,31,5502.00,1,5,5, , , , ,8, , , , ,1,5,0127,3, , , ,NA   ,2,1, ,5172,2798,50.96,77700,72.15,00001018,1084,0
2015,23216,1,1,1,1,1,362,3,1,16974,17,31,2214.00,2,2,5, , , , ,5, , , , ,1,2,0158,6, , , ,NA   ,2,1, ,5174,3020,65.33,77700,46.12,00000292,973,0
2015,23216,1,1,1,1,1,95,3,6,16974,17,31,8125,4,5,7, , , , ,8, , , , ,4,5,NA  ,3, , , ,NA   ,2,4, ,5175,3375,46.96,77700,140.92,00000813,797,2
2015,23216,1,1,1,3,2,104,3,1,16974,17,31,701.03,2,5,5, , , , ,8, , , , ,1,5,0132,3, , , ,NA   ,2,1, ,5178,1709,21.3,77700,229.02,00000180,110,0
2015,23216,1,1,1,1,1,356,3,1,16974,17,31,7401.00,2,2,5, , , , ,5, , , , ,1,2,0153,6, , , ,NA   ,2,1, ,5182,3048,11.68,77700,126.39,00000999,1224,0
2015,23216,1,1,1,1,1,135,3,4,16974,17,31,8182.00,1,1,5, , , , ,5, , , , ,2,1,0058,0, , , ,NA   ,2,1, ,5189,4702,49.87,77700,107.12,00001339,1713,0
2015,23216,1,1,1,1,1,845,3,1,16974,17,31,2428.00,2,5,5, , , , ,8, , , , ,2,5,0313,7, , , ,NA   ,2,1, ,5190,1436,24.16,77700,132.88,00000382,600,0
2015,23216,1,1,1,3,2,60,3,1,16974,17,31,8016.08,2,5,5, , , , ,8, , , , ,2,5,0113,3, , , ,NA   ,2,1, ,5199,6564,22.44,77700,221.84,00002175,2085,0
2015,23216,1,1,1,1,1,385,3,1,16974,17,31,2421.00,1,5,5, , , , ,8, , , , ,2,5,0170,1, , , ,NA   ,2,1, ,5204,3648,33.17,77700,201.78,00000914,1417,0
2015,23216,1,1,1,3,1,293,3,1,16974,17,31,2426.00,2,5,5, , , , ,8, , , , ,1,5,0118,6, , , ,NA   ,2,1, ,5209,5831,58.65,77700,52.1,00000765,2126,0
2015,23216,1,1,1,1,1,79,3,4,16974,17,31,4005.00,1,5,3, , , , ,8, , , , ,1,5,0104,0, , , ,NA   ,2,1, ,5210,2258,99.47,77700,33.19,00000070,520,0
2015,23216,1,1,1,3,1,139,3,4,16974,17,31,8061.03,2,2,5, , , , ,5, , , , ,1,2,0074,0, , , ,NA   ,2,1, ,5216,5238,27.3,77700,133.72,00001747,1846,0
2015,23216,1,1,1,1,1,180,3,3,16974,17,31,307.06,2,5,5, , , , ,8, , , , ,2,5,0080,0,4, , ,NA   ,2,1, ,5218,3599,39.43,77700,109.14,00000854,55,0
2015,23216,1,1,1,3,1,334,3,1,16974,17,31,8029.00,2,2,5, , , , ,5, , , , ,1,2,0301,1, , , ,NA   ,2,1, ,5222,6080,8.08,77700,146.52,00002004,2104,0
2015,23216,1,1,1,1,1,266,3,1,16974,17,31,2434.00,2,5,5, , , , ,8, , , , ,1,5,0091,6, , , ,NA   ,2,1, ,5232,3001,50.15,77700,60.38,00000477,819,0
2015,23216,1,1,1,3,2,237,3,1,16974,17,31,512.00,2,2,5, , , , ,5, , , , ,1,2,0148,3, , , ,NA   ,2,1, ,5233,1516,16.75,77700,195.55,00000362,749,0
2015,23216,1,1,1,1,1,36,3,2,16974,17,31,8223.02,2,5,5, , , , ,8, , , , ,1,5,0047,0, , , ,NA   ,2,1, ,5234,4484,26.43,77700,93.45,00001198,1168,0
2015,23216,1,1,1,1,1,321,3,4,16974,17,31,8043.11,2,5,5, , , , ,8, , , , ,1,5,0100,0, , , ,NA   ,2,1, ,5244,8148,49.53,77700,142.73,00002224,2281,0
2015,23216,1,1,1,1,1,275,3,1,16974,17,31,2227.00,2,5,5, , , , ,8, , , , ,1,5,0072,6, , , ,NA   ,2,1, ,5248,2235,81.3,77700,56.77,00000387,675,0
2015,23216,1,1,1,1,1,127,3,4,16974,17,31,318.00,2,5,5, , , , ,8, , , , ,2,5,0042,0, , , ,NA   ,2,1, ,5249,1820,36.7,77700,159.59,00000397,328,0
2015,23216,1,2,1,1,1,108,3,2,16974,17,31,7104.00,2,5,3, , , , ,8, , , , ,2,5,0051,0, , , ,NA   ,2,1, ,5253,5651,99.65,77700,65.14,00001218,1989,0
2015,23216,1,1,1,1,1,411,3,1,16974,17,31,628.00,2,2,5, , , , ,5, , , , ,1,2,0160,7, , , ,NA   ,2,1, ,5260,3506,12.95,77700,177.78,00000741,1358,0
2015,23216,1,1,1,1,1,600,3,4,16974,17,31,8088.00,2,5,5, , , , ,8, , , , ,2,5,0372,0, , , ,NA   ,2,1, ,5269,3955,16.86,77700,228.54,00001086,1076,0
2015,23216,1,1,1,1,1,164,3,1,16974,17,31,103.00,3,5,6, , , , ,8, , , , ,2,5,0069,6, , , ,NA   ,2,1, ,5270,6236,54.52,77700,72.25,00001059,477,0
2015,23216,1,1,1,3,2,129,3,5,16974,17,31,8109.00,1,5,5, , , , ,8, , , , ,2,5,0038,0, , , ,NA   ,2,1, ,5272,6429,34.02,77700,96.22,00001738,2074,0
2015,23216,1,2,1,3,1,278,3,4,16974,17,31,8047.13,2,2,5, , , , ,5, , , , ,1,2,0153,0, , , ,NA   ,2,1, ,5275,4694,46.44,77700,126.87,00000564,628,0
2015,23216,1,1,1,3,1,177,3,1,16974,17,31,8083.01,2,2,5, , , , ,5, , , , ,1,2,0063,7, , , ,NA   ,2,1, ,5278,5625,38.29,77700,112.68,00001880,1452,0
2015,23216,1,1,1,1,1,270,3,1,16974,17,31,622.00,2,5,6, , , , ,8, , , , ,2,5,0085,6, , , ,NA   ,2,1, ,5284,2870,13.87,77700,190.82,00000632,1169,0
2015,23216,1,1,1,3,1,368,3,1,16974,17,31,8090,2,5,5, , , , ,8, , , , ,2,5,0170,3, , , ,NA   ,2,1, ,5286,3976,9.91,77700,236.16,00001242,1309,0
2015,23216,1,1,1,1,1,360,3,1,16974,17,31,8157.01,2,5,5, , , , ,8, , , , ,1,5,0110,1, , , ,NA   ,2,1, ,5287,3927,17.06,77700,140.62,00001226,1297,0
2015,23216,1,1,1,3,1,232,3,1,16974,17,31,1711.00,3,3,6, , , , ,6, , , , ,1,2,0143,3, , , ,NA   ,2,1, ,5290,4110,44.38,77700,84.96,00001034,1340,0
2015,23216,1,2,1,1,1,243,3,1,16974,17,31,8228.01,2,3,5, , , , ,6, , , , ,1,3,0122,6, , , ,NA   ,2,1, ,5301,3345,20.45,77700,111.83,00001320,732,0
2015,23216,1,1,1,1,1,360,3,1,16974,17,31,304,3,3,6, , , , ,6, , , , ,1,1,0179,6, , , ,NA   ,2,1, ,5302,2684,51.45,77700,110.8,00000525,624,0
2015,23216,1,1,1,3,1,316,3,2,16974,17,31,203.01,2,5,5, , , , ,8, , , , ,1,5,0189,0, , , ,NA   ,2,1, ,5303,4750,20.17,77700,101.25,00001499,747,0
2015,23216,1,1,1,3,1,269,3,1,16974,17,31,814.02,2,5,3, , , , ,8, , , , ,2,5,0161,6, , , ,NA   ,2,1, ,5309,4243,32.52,77700,186.52,00001217,90,0
2015,23216,1,1,1,1,1,62,3,3,16974,17,31,8060.02,2,5,5, , , , ,8, , , , ,2,5,0050,0,8,3, ,NA   ,2,1, ,5313,7550,52.41,77700,70.75,00001988,783,0
2015,23216,1,2,1,1,1,182,3,1,16974,17,31,4303,2,5,3, , , , ,8, , , , ,2,5,0052,7, , , ,NA   ,2,1, ,5317,2336,99.4,77700,34.39,00000215,687,0
2015,23216,1,1,1,1,1,310,3,1,16974,17,31,803.00,2,5,5, , , , ,8, , , , ,1,5,0091,7, , , ,NA   ,2,1, ,5318,4315,19.98,77700,192.25,00001490,772,0
2015,23216,1,1,1,1,1,153,3,1,16974,17,31,8241.17,2,5,5, , , , ,8, , , , ,1,5,0058,6, , , ,NA   ,2,1, ,5320,9868,12.76,77700,154.51,00002996,3180,0
2015,23216,1,1,1,1,1,33,3,2,16974,17,31,8245.03,2,5,5, , , , ,8, , , , ,2,5,0038,0, , , ,NA   ,2,1, ,5325,6740,13.0,77700,109.59,00002672,1724,0
2015,23216,1,1,1,1,1,495,3,1,16974,17,31,8198.01,2,2,5, , , , ,5, , , , ,1,2,0150,9, , , ,NA   ,2,1, ,5330,5278,4.59,77700,193.46,00001600,1705,0
2015,23216,1,1,1,3,1,634,3,4,16974,17,31,8198.01,2,2,5, , , , ,5, , , , ,1,2,0257,0, , , ,NA   ,2,1, ,5332,5278,4.59,77700,193.46,00001600,1705,0
2015,23216,1,1,1,1,1,49,3,1,16974,17,31,102.01,3,5,6, , , , ,8, , , , ,3,5,0033,6, , , ,NA   ,2,1, ,5336,6450,76.73,77700,61.63,00000931,893,0
2015,23216,1,1,1,1,1,220,3,1,16974,17,31,8042.02,2,5,5, , , , ,8, , , , ,1,5,0117,3, , , ,NA   ,2,1, ,5337,7463,22.59,77700,163.06,00002543,2901,0
2015,23216,1,1,1,3,1,86,3,4,16974,17,31,611.00,3,5,6, , , , ,8, , , , ,2,5,0082,0, , , ,NA   ,2,1, ,5344,1379,11.09,77700,119.85,00000207,448,0
2015,23216,1,1,1,3,2,347,3,1,16974,17,31,3301,2,5,5, , , , ,8, , , , ,2,5,0195,1, , , ,NA   ,2,1, ,5347,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,1,1,1,1,266,3,4,16974,17,31,2309.00,2,5,5, , , , ,8, , , , ,1,5,0157,0, , , ,NA   ,2,1, ,5348,5399,88.48,77700,47.93,00000584,1729,0
2015,23216,1,1,1,1,1,146,3,1,16974,17,31,3201.00,2,2,5, , , , ,5, , , , ,1,2,0085,3, , , ,NA   ,2,1, ,5349,10848,35.83,77700,174.76,00002203,128,0
2015,23216,1,2,1,1,1,162,3,1,16974,17,31,4906.00,2,5,3, , , , ,8, , , , ,2,5,0048,6, , , ,NA   ,2,1, ,5350,1562,99.87,77700,64.94,00000438,617,0
2015,23216,1,2,1,1,1,254,3,1,16974,17,31,1903.00,2,2,2, , , , ,5, , , , ,1,2,0083,6, , , ,02.00,2,1, ,5353,5794,67.35,77700,76.57,00000911,1686,0
2015,23216,1,2,1,1,1,193,3,2,16974,17,31,8212,2,5,3, , , , ,8, , , , ,2,5,0075,0, , , ,NA   ,2,1, ,5354,6003,86.44,77700,65.14,00000786,1542,0
2015,23216,1,1,1,1,2,111,3,1,16974,17,31,812.01,1,5,5, , , , ,8, , , , ,2,5,0087,3, , , ,NA   ,2,1, ,5361,4059,19.07,77700,221.68,00001303,43,0
2015,23216,1,1,1,1,2,162,3,1,16974,17,31,6502.00,1,1,5, , , , ,5, , , , ,1,2,0063,1, , , ,NA   ,2,1, ,5362,7320,79.58,77700,70.86,00001238,1971,0
2015,23216,1,1,1,3,1,202,3,3,16974,17,31,8043.10,2,5,2, , , , ,8, , , , ,1,5,0305,0,4, , ,NA   ,2,1, ,5368,9088,41.25,77700,124.66,00002834,2948,0
2015,23216,1,1,1,3,1,150,3,1,16974,17,31,8186.00,2,5,5, , , , ,8, , , , ,2,5,0099,3, , , ,NA   ,2,1, ,5376,4715,19.41,77700,118.72,00001329,1843,0
2015,23216,1,1,1,3,1,217,3,1,16974,17,31,8036.07,2,2,5, , , , ,5, , , , ,2,1,0060,3, , , ,NA   ,2,1, ,5377,5164,14.16,77700,146.35,00001676,1661,0
2015,23216,1,1,1,1,1,158,3,1,16974,17,31,8030.12,2,5,2, , , , ,8, , , , ,2,5,0049,3, , , ,NA   ,2,1, ,5378,2221,29.63,77700,100.16,00000568,557,0
2015,23216,1,1,1,1,1,141,3,1,16974,17,31,802.02,2,5,5, , , , ,8, , , , ,1,5,0059,6, , , ,NA   ,2,1, ,5381,3498,14.41,77700,259.58,00001497,340,0
2015,23216,1,1,1,1,1,154,3,1,16974,17,31,8171.01,2,2,3, , , , ,3, , , , ,1,1,0103,1, , , ,01.86,2,1, ,5386,4542,95.18,77700,81.92,00001044,1539,0
2015,23216,1,1,1,1,1,183,3,2,16974,17,31,715.00,2,2,2, , , , ,2, , , , ,1,2,0199,0, , , ,NA   ,2,1, ,5388,5768,14.81,77700,159.54,00001527,873,0
2015,23216,1,1,1,1,1,337,3,1,16974,17,31,313.00,2,2,5, , , , ,5, , , , ,2,1,0152,6, , , ,NA   ,2,1, ,5389,7076,54.06,77700,78.91,00001299,306,0
2015,23216,1,2,1,1,1,94,3,3,16974,17,31,8288.02,2,2,5, , , , ,5, , , , ,2,1,0048,0,2,3,1,NA   ,2,1, ,5390,3038,49.34,77700,97.34,00001094,1149,0
2015,23216,1,1,1,1,1,264,3,1,16974,17,31,8047.16,2,5,2, , , , ,8, , , , ,1,5,0121,1, , , ,NA   ,2,1, ,5396,5490,55.36,77700,153.78,00001436,1504,0
2015,23216,1,1,1,1,1,320,3,1,16974,17,31,7402.00,2,2,5, , , , ,2, , , , ,1,2,0103,1, , , ,NA   ,2,1, ,5402,6547,14.53,77700,135.5,00002015,2030,0
2015,23216,1,1,1,3,1,541,3,1,16974,17,31,512.00,2,2,5, , , , ,5, , , , ,1,2,0135,3, , , ,NA   ,2,1, ,5403,1516,16.75,77700,195.55,00000362,749,0
2015,23216,1,1,1,3,2,105,3,1,16974,17,31,8201.01,2,2,5, , , , ,5, , , , ,1,2,0153,3, , , ,NA   ,2,1, ,5405,6937,10.73,77700,179.09,00002826,2416,0
2015,23216,1,1,1,3,1,328,3,1,16974,17,31,8098.00,2,2,5, , , , ,5, , , , ,1,2,0231,6, , , ,NA   ,2,1, ,5414,2717,25.06,77700,165.22,00000523,672,0
2015,23216,1,1,1,3,1,227,3,1,16974,17,31,8072.00,2,2,5, , , , ,5, , , , ,2,1,0141,3, , , ,NA   ,2,1, ,5415,5912,47.68,77700,116.86,00001668,1970,0
2015,23216,1,1,1,3,1,398,3,1,16974,17,31,107.01,3,3,6, , , , ,6, , , , ,1,2,0124,7, , , ,NA   ,2,1, ,5419,3864,64.52,77700,91.0,00000766,562,0
2015,23216,1,1,1,1,1,1100,3,5,16974,17,31,8094.00,2,5,5, , , , ,8, , , , ,1,5,0700,0, , , ,NA   ,2,1, ,5428,5804,33.36,77700,161.02,00001001,277,0
2015,23216,1,1,1,3,1,180,3,1,16974,17,31,8023.00,2,5,5, , , , ,8, , , , ,2,5,0099,1, , , ,NA   ,2,1, ,5435,4840,23.9,77700,207.53,00001260,1153,0
2015,23216,1,1,1,3,1,187,3,5,16974,17,31,1903.00,3,5,6, , , , ,8, , , , ,3,5,0061,0, , , ,NA   ,2,1, ,5447,5794,67.35,77700,76.57,00000911,1686,0
2015,23216,1,1,1,1,2,117,3,1,16974,17,31,8097.00,2,2,5, , , , ,5, , , , ,1,2,0231,3, , , ,NA   ,2,1, ,5453,3649,62.89,77700,125.67,00000900,1400,0
2015,23216,1,1,1,3,1,368,3,6,16974,17,31,8119,4,4,7, , , , ,7, , , , ,4,4,NA  ,1, , , ,NA   ,2,4, ,5459,5738,20.58,77700,244.12,00001606,1494,2
2015,23216,1,1,1,3,1,121,3,6,16974,17,31,8237.04,4,5,7, , , , ,8, , , , ,4,5,NA  ,1, , , ,NA   ,2,4, ,5460,4020,16.64,77700,121.54,00001214,1312,2
2015,23216,1,1,1,3,1,356,3,1,16974,17,31,8098.00,3,5,6, , , , ,8, , , , ,3,5,0120,6, , , ,NA   ,2,1, ,5473,2717,25.06,77700,165.22,00000523,672,0
2015,23216,1,1,1,3,1,259,3,1,16974,17,31,8201.01,2,2,5, , , , ,5, , , , ,1,2,0260,3, , , ,NA   ,2,1, ,5474,6937,10.73,77700,179.09,00002826,2416,0
2015,23216,1,1,1,1,1,370,3,1,16974,17,31,8016.07,2,2,5, , , , ,5, , , , ,1,2,0184,3, , , ,NA   ,2,1, ,5475,5287,31.06,77700,166.79,00001404,1351,0
2015,23216,1,1,1,3,1,296,3,4,16974,17,31,1503.00,2,2,5, , , , ,5, , , , ,1,2,0247,0, , , ,NA   ,2,1, ,5482,7198,33.29,77700,82.84,00001536,2401,0
2015,23216,1,1,1,1,1,417,3,1,16974,17,31,3301,2,5,5, , , , ,8, , , , ,1,5,0101,6, , , ,NA   ,2,1, ,5483,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,2,1,3,1,128,3,1,16974,17,31,8046.08,2,5,5, , , , ,8, , , , ,2,5,0104,6, , , ,NA   ,2,1, ,5484,3787,39.64,77700,121.93,00001285,1357,0
2015,23216,1,1,1,3,1,127,3,3,16974,17,31,8230.02,1,5,5, , , , ,8, , , , ,1,5,0015,0,1, , ,NA   ,2,1, ,5492,6077,20.24,77700,82.22,00001385,1354,0
2015,23216,1,1,1,1,1,226,3,1,16974,17,31,8058.02,2,5,5, , , , ,8, , , , ,2,5,0057,6, , , ,NA   ,2,1, ,5493,4926,9.48,77700,141.8,00001584,1456,0
2015,23216,1,2,1,1,1,357,3,1,16974,17,31,8161.00,2,5,3, , , , ,8, , , , ,1,5,0099,6, , , ,01.87,2,1, ,5494,6445,53.9,77700,92.55,00001504,2065,0
2015,23216,1,1,1,3,1,235,3,1,16974,17,31,1709.00,1,5,5, , , , ,8, , , , ,2,5,0084,3, , , ,NA   ,2,1, ,5500,1713,35.96,77700,81.67,00000452,593,0
2015,23216,1,2,1,1,1,245,3,1,16974,17,31,3301.00,2,5,5, , , , ,8, , , , ,1,5,0060,6, , , ,01.60,2,1, ,5502,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,1,1,1,2,417,3,1,16974,17,31,8003.00,3,5,6, , , , ,8, , , , ,2,5,0122,6, , , ,NA   ,2,1, ,5506,3501,6.83,77700,300.89,00001076,1105,0
2015,23216,1,1,1,1,1,417,3,1,16974,17,31,8198.01,2,2,5, , , , ,5, , , , ,1,2,0156,6, , , ,NA   ,2,1, ,5511,5278,4.59,77700,193.46,00001600,1705,0
2015,23216,1,1,1,3,1,282,3,3,16974,17,31,3301.00,2,5,2, , , , ,8, , , , ,1,5,0029,0,1, , ,NA   ,2,1, ,5512,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,1,1,1,2,268,3,1,16974,17,31,803.00,2,5,5, , , , ,8, , , , ,1,5,0152,1, , , ,NA   ,2,1, ,5519,4315,19.98,77700,192.25,00001490,772,0
2015,23216,1,2,1,3,1,170,3,4,16974,17,31,4604.00,2,5,3, , , , ,8, , , , ,2,5,0081,0, , , ,NA   ,2,1, ,5521,3705,99.11,77700,81.77,00000874,1466,0
2015,23216,1,1,1,1,1,448,3,1,16974,17,31,406.00,2,2,5, , , , ,5, , , , ,1,2,0153,6, , , ,NA   ,2,1, ,5528,2434,23.87,77700,129.56,00000458,733,0
2015,23216,1,1,1,3,1,92,3,2,16974,17,31,8281.00,2,5,5, , , , ,8, , , , ,1,5,0040,0, , , ,NA   ,2,1, ,5534,4844,28.53,77700,109.88,00001955,1753,0
2015,23216,1,1,1,3,1,103,3,4,16974,17,31,5101.00,1,5,5, , , , ,8, , , , ,1,5,0110,0, , , ,NA   ,2,1, ,5535,3530,87.96,77700,56.16,00000866,1215,0
2015,23216,1,1,1,3,1,162,3,1,16974,17,31,7703.00,2,5,5, , , , ,8, , , , ,1,5,0091,3, , , ,NA   ,2,1, ,5540,7313,19.13,77700,103.71,00002106,2140,0
2015,23216,1,1,1,3,1,304,3,6,16974,17,31,2433.00,4,4,7, , , , ,7, , , , ,4,4,NA  ,6, , , ,NA   ,2,4, ,5542,2386,33.91,77700,148.5,00000395,809,2
2015,23216,1,1,1,3,1,319,3,2,16974,17,31,8400.00,2,2,5, , , , ,5, , , , ,1,2,0097,0, , , ,NA   ,2,1, ,5551,2695,56.51,77700,97.14,00000672,957,0
2015,23216,1,1,1,1,1,50,3,1,16974,17,31,8036.07,2,2,5, , , , ,5, , , , ,2,1,0069,3, , , ,NA   ,2,1, ,5555,5164,14.16,77700,146.35,00001676,1661,0
2015,23216,1,1,1,3,2,417,3,1,16974,17,31,813.00,2,2,5, , , , ,5, , , , ,1,2,5031,1, , , ,NA   ,2,1,6,5557,4884,18.76,77700,289.76,00002365,60,0
2015,23216,1,1,1,1,1,275,3,1,16974,17,31,1602,2,5,5, , , , ,8, , , , ,2,5,0058,1, , , ,NA   ,2,1, ,5558,3443,38.08,77700,103.67,00000874,1234,0
2015,23216,1,1,1,3,1,170,3,1,16974,17,31,8038.00,2,5,5, , , , ,8, , , , ,1,5,0060,6, , , ,NA   ,2,1, ,5559,4725,18.12,77700,136.33,00001514,1597,0
2015,23216,1,1,1,1,1,140,3,1,16974,17,31,8051.09,2,2,2, , , , ,2, , , , ,1,2,0065,6, , , ,NA   ,2,1, ,5560,4359,14.66,77700,127.56,00001401,1384,0
2015,23216,1,1,1,3,1,353,3,1,16974,17,31,8122.00,2,5,6, , , , ,8, , , , ,2,5,0114,3, , , ,NA   ,2,1, ,5562,3942,24.48,77700,242.56,00001246,1289,0
2015,23216,1,1,1,1,1,128,3,1,16974,17,31,902.00,1,5,5, , , , ,8, , , , ,1,5,0081,3, , , ,NA   ,2,1, ,5563,6564,11.08,77700,137.21,00002158,1874,0
2015,23216,1,1,1,3,1,260,3,1,16974,17,31,8016.05,2,2,5, , , , ,5, , , , ,1,2,0098,6, , , ,NA   ,2,1, ,5566,5599,15.4,77700,166.64,00002120,1975,0
2015,23216,1,1,1,1,1,246,3,4,16974,17,31,2819.00,2,5,5, , , , ,8, , , , ,2,5,0085,0, , , ,NA   ,2,1, ,5571,4844,48.08,77700,122.75,00000808,146,0
2015,23216,1,2,1,1,1,114,3,3,16974,17,31,8247.01,1,5,5, , , , ,8, , , , ,1,5,0046,0,1, , ,NA   ,2,1, ,5577,3962,36.22,77700,85.51,00000964,1118,0
2015,23216,1,1,1,3,1,175,3,1,16974,17,31,7703,2,5,5, , , , ,8, , , , ,1,5,0081,3, , , ,NA   ,2,1, ,5579,7313,19.13,77700,103.71,00002106,2140,0
2015,23216,1,1,1,3,1,239,3,1,16974,17,31,8131.00,2,2,5, , , , ,5, , , , ,1,2,0091,3, , , ,NA   ,2,1, ,5583,4538,49.52,77700,114.84,00001175,1346,0
2015,23216,1,1,1,3,2,295,3,4,16974,17,31,3301.00,2,5,3, , , , ,8, , , , ,2,5,0226,0, , , ,NA   ,2,1, ,5588,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,1,1,1,1,146,3,1,16974,17,31,8030.10,2,5,5, , , , ,8, , , , ,1,5,0118,3, , , ,NA   ,2,1, ,5589,5196,17.9,77700,121.98,00001793,1907,0
2015,23216,1,1,1,3,1,147,3,4,16974,17,31,8241.14,2,5,5, , , , ,8, , , , ,2,5,0051,0, , , ,NA   ,2,1, ,5598,4709,13.0,77700,141.01,00001508,1668,0
2015,23216,1,2,1,3,1,173,3,4,16974,17,31,8241.20,2,5,5, , , , ,8, , , , ,1,5,0044,0, , , ,NA   ,2,1, ,5600,8680,12.15,77700,139.99,00003068,2892,0
2015,23216,1,1,1,1,2,75,3,1,16974,17,31,6504.00,1,5,5, , , , ,8, , , , ,1,5,0048,1, , , ,01.72,2,1, ,5605,6743,90.89,77700,62.71,00001288,1683,0
2015,23216,1,1,1,1,1,71,3,1,16974,17,31,7501.00,3,5,6, , , , ,8, , , , ,1,5,0036,6, , , ,NA   ,2,1, ,5608,4147,99.28,77700,58.45,00001026,1685,0
2015,23216,1,1,1,1,1,53,3,2,16974,17,31,7305.00,3,5,6, , , , ,8, , , , ,2,5,0047,0, , , ,NA   ,2,1, ,5609,4388,99.66,77700,68.02,00001334,1745,0
2015,23216,1,1,1,3,1,300,3,1,16974,17,31,2422.00,2,5,5, , , , ,8, , , , ,2,5,0143,3, , , ,NA   ,2,1, ,5611,3590,29.69,77700,116.99,00000721,1584,0
2015,23216,1,1,1,3,1,149,3,3,16974,17,31,713.00,2,5,5, , , , ,8, , , , ,1,5,0175,0,2, , ,NA   ,2,1, ,5613,3513,12.72,77700,224.67,00001155,889,0
2015,23216,1,1,1,3,1,166,3,5,16974,17,31,1407.02,2,2,5, , , , ,5, , , , ,1,2,0074,0, , , ,NA   ,2,1, ,5614,6187,80.46,77700,51.76,00000608,1236,0
2015,23216,1,1,1,3,1,296,3,1,16974,17,31,8010.00,2,2,5, , , , ,5, , , , ,1,2,0172,3, , , ,NA   ,2,1, ,5615,4908,22.66,77700,177.52,00001602,1697,0
2015,23216,1,2,1,1,1,313,3,1,16974,17,31,8042.02,2,2,5, , , , ,5, , , , ,1,2,0108,7, , , ,NA   ,2,1, ,5616,7463,22.59,77700,163.06,00002543,2901,0
2015,23216,1,1,1,3,1,658,3,3,16974,17,31,611.00,2,5,5, , , , ,8, , , , ,1,5,0149,0,6,9, ,NA   ,2,1, ,5623,1379,11.09,77700,119.85,00000207,448,0
2015,23216,1,1,1,3,1,210,3,1,16974,17,31,818.00,2,5,5, , , , ,8, , , , ,2,5,0130,3, , , ,NA   ,2,1, ,5626,6866,18.93,77700,214.95,00002456,244,0
2015,23216,1,1,1,3,1,226,3,1,16974,17,31,8097.00,2,5,5, , , , ,8, , , , ,2,5,0055,6, , , ,NA   ,2,1, ,5627,3649,62.89,77700,125.67,00000900,1400,0
2015,23216,1,1,1,1,1,399,3,1,16974,17,31,3301.00,2,2,5, , , , ,5, , , , ,1,1,0327,1, , , ,NA   ,2,1, ,5629,16735,49.09,77700,174.89,00004075,963,0
2015,23216,1,1,1,1,2,98,3,1,16974,17,31,8047.01,2,3,2, , , , ,6, , , , ,1,3,0148,1, , , ,NA   ,2,1, ,5637,6837,53.42,77700,83.34,00001417,1583,0
2015,23216,1,1,1,3,1,400,3,1,16974,17,31,8056,1,1,5, , , , ,5, , , , ,1,2,0137,3, , , ,NA   ,2,1, ,5646,4511,6.54,77700,163.06,00001351,1470,0
2015,23216,1,1,1,3,1,255,3,1,16974,17,31,2405.00,2,5,5, , , , ,8, , , , ,1,5,0202,1, , , ,NA   ,2,1, ,5651,2251,18.66,77700,173.57,00000662,455,0
2015,23216,1,1,1,1,2,122,3,3,16974,17,31,8312.00,2,5,3, , , , ,8, , , , ,1,5,0111,0,4,9, ,NA   ,2,1, ,5652,5021,95.8,77700,51.14,00000580,1453,0
2015,23216,1,2,1,3,1,198,3,1,16974,17,31,8343.00,2,5,3, , , , ,8, , , , ,1,5,0068,6, , , ,NA   ,2,1, ,5654,6570,99.04,77700,76.83,00001790,2503,0
